state,state_code,district_name,assembly_constituency_name,assembly_constituency_no,parliamentary_constituency_name,polling_station_name,polling_station_id,polling_station_type,polling_station_address,gps_lat,gps_lon,total_electors,male_electors,female_electors,other_electors,votes_polled,valid_votes,rejected_votes,candidate_1_name,candidate_1_party,candidate_1_votes,candidate_2_name,candidate_2_party,candidate_2_votes,gender_ratio_flag,caste_group,religion_group,age_category
Kerala,KL,Thiruvananthapuram,Nemom,144,PC_20,ZP School Nemom,144,Auxiliary,Nemom Market,8.4667,77,1823,911,912,0,1567,1562,5,V S Sivakumar,CPM,1234,Shashi Tharoor,INC,339,Female-Skewed,OBC,Muslim,36-50
Kerala,KL,Kollam,Kollam,105,PC_17,Govt HS Kollam,105,Main,Kollam Beach Road,8.8833,76.5833,1799,899,900,0,1523,1518,5,N K Premachandran,RSP,1123,Mukesh,CPM,405,Female-Skewed,OBC,Muslim,36-50
Kerala,KL,Alappuzha,Alappuzha,107,PC_18,ZP School Alappuzha,107,Auxiliary,Alappuzha Backwaters,9.4981,76.3382,1933,912,1021,0,1678,1673,5,K C Venugopal,INC,1456,T M Thomas Isaac,CPM,217,Female-Skewed,General,Hindu,26-35
Kerala,KL,Thrissur,Thrissur,88,PC_15,Govt School Thrissur,88,Main,Thrissur Round,10.5167,76.2167,1823,911,912,0,1567,1562,5,Suresh Gopi,BJP,1234,K Muraleedharan,INC,339,Female-Skewed,SC,Hindu,18-25
Madhya Pradesh,MP,Indore,Indore,1,PC_20,Govt School Indore,1,Main,Indore Sarafa Bazar,22.7196,75.8577,1999,1088,911,0,1789,1783,6,Shankar Lalwani,BJP,1567,K K Suresh,INC,216,Male-Skewed,OBC,Hindu,26-35
Madhya Pradesh,MP,Bhopal,Bhopal,2,PC_19,ZP School Bhopal,2,Auxiliary,Bhopal Lower Lake,23.2599,77.4126,1899,999,900,0,1654,1649,5,Alok Sharma,BJP,1345,Dinesh Yadav,INC,304,Male-Skewed,OBC,Hindu,36-50
Madhya Pradesh,MP,Jabalpur,Jabalpur,3,PC_18,Govt HS Jabalpur,3,Main,Jabalpur Rani Durgavati,23.1815,79.9864,1823,977,846,0,1567,1562,5,Rakesh Singh,BJP,1234,Vivek Krishna Tankha,INC,339,Male-Skewed,OBC,Hindu,36-50
Madhya Pradesh,MP,Gwalior,Gwalior,4,PC_17,ZP School Gwalior,4,Auxiliary,Gwalior Fort Road,26.2183,78.1828,1799,944,855,0,1523,1518,5,Bijayanta Gorkar,BJP,1123,Praveen Pathak,INC,395,Male-Skewed,OBC,Hindu,51-65
Madhya Pradesh,MP,Ujjain,Ujjain,5,PC_21,Govt School Ujjain,5,Main,Mahakal Temple Road,23.1828,75.7682,1933,1044,889,0,1678,1673,5,Anil Firojiya,BJP,1456,Bhanu Pratap Singh Gurjar,INC,217,Male-Skewed,General,Hindu,18-25
Maharashtra,MH,Pune,Pune,33,PC_18,Govt School Pune,33,Main,Pune Koregaon Park,18.5204,73.8567,1999,1088,911,0,1789,1783,6,Girish Bapat,BJP,1456,Mohan Joshi,INC,327,Male-Skewed,OBC,Christian,18-25
Maharashtra,MH,Mumbai North,Mumbai North,1,PC_26,ZP School Mumbai North,1,Auxiliary,Mumbai Malabar Hill,19.076,72.8777,1899,999,900,0,1654,1649,5,Piyush Goyal,BJP,1345,Bhushan Patil,Shiv Sena (UBT),304,Male-Skewed,General,Hindu,65+
Maharashtra,MH,Nagpur,Nagpur,51,PC_30,Govt HS Nagpur,51,Main,Nagpur Sitabuldi,21.1458,79.0882,1823,977,846,0,1567,1562,5,Nitin Gadkari,BJP,1234,Vikas Thakre,INC,339,Male-Skewed,General,Hindu,51-65
Maharashtra,MH,Thane,Thane,126,PC_26,ZP School Thane,126,Auxiliary,Thane Ghodbunder Road,19.2183,72.9781,1799,944,855,0,1523,1518,5,Naresh Mhaske,BJP,1123,Sachin Sawant,Shiv Sena (UBT),395,Male-Skewed,SC,Hindu,65+
Maharashtra,MH,Nashik,Nashik,117,PC_24,Govt School Nashik,117,Main,Nashik Tapovan,20,73.7833,1933,1044,889,0,1678,1673,5,Godam N S,Shiv Sena,1456,Chhagan Bhujbal,INC,217,Male-Skewed,General,Hindu,26-35
Manipur,MN,Imphal West,Keishamthong,4,PC_1,Govt HS Keishamthong,4,Main,Keishamthong Bazar,24.817,93.9368,1567,789,778,0,1345,1340,5,Thounaojam Basanta Singh,BJP,945,RK Ranjan Singh,INC,395,Male-Skewed,SC,Hindu,26-35
Manipur,MN,Imphal East,Heingang,9,PC_1,ZP School Heingang,9,Auxiliary,Heingang Market,24.7833,93.95,1487,745,742,0,1278,1274,4,Thounaojam Basanta Singh,BJP,892,Thangjam Ranjit,INC,382,Male-Skewed,OBC,Hindu,36-50
Manipur,MN,Bishnupur,Moirang,23,PC_2,Govt School Moirang,23,Main,Moirang INA Memorial,24.4833,93.7667,1623,812,811,0,1389,1384,5,Thokchom Oinam,INC,956,Leishiyo Keishing,BJP,428,Male-Skewed,General,Hindu,26-35
Manipur,MN,Churachandpur,Churachandpur,41,PC_2,ZP School Churachandpur,41,Auxiliary,Churachandpur Bazar,24.3333,93.7,1654,845,809,0,1398,1393,5,V Hangkhanlian,BJP,912,Karuna,INC,481,Male-Skewed,General,Hindu,36-50
Manipur,MN,Ukhrul,Ukhrul,46,PC_2,Govt HS Ukhrul,46,Main,Ukhrul Town,25.1,94.3667,1598,817,781,0,1356,1351,5,Alfred Kanngam S Arthur,INC,912,Ninglun Hanghal,BJP,439,Male-Skewed,OBC,Christian,26-35
Meghalaya,ML,East Khasi Hills,Shillong,11,PC_1,Govt HS Shillong,11,Main,Shillong Laitumkhrah,25.5667,91.8833,1567,789,778,0,1345,1340,5,Vincent H Pala,INC,945,Robertjune Kharjahrin,BJP,395,Male-Skewed,General,Hindu,51-65
Meghalaya,ML,West Garo Hills,Tura,54,PC_2,ZP School Tura,54,Auxiliary,Tura Peak Road,25.517,90.2128,1487,745,742,0,1278,1274,4,Conrad K Sangma,NPP,892,Zakir Hussain,INC,382,Male-Skewed,General,Muslim,18-25
Meghalaya,ML,East Garo Hills,Williamnagar,57,PC_2,Govt School Williamnagar,57,Main,Williamnagar Market,25.55,90.2167,1623,812,811,0,1389,1384,5,Purno A Sangma,NPP,956,Paresh Marak,INC,428,Male-Skewed,General,Hindu,26-35
Meghalaya,ML,Ri Bhoi,Nongpoh,1,PC_1,ZP School Nongpoh,1,Auxiliary,Nongpoh Bazar,25.9,91.8833,1654,845,809,0,1398,1393,5,Robertjune Kharjahrin,BJP,912,Vincent H Pala,INC,481,Male-Skewed,OBC,Hindu,36-50
Meghalaya,ML,Jaintia Hills,Jowai,2,PC_1,Govt HS Jowai,2,Main,Jowai Market,25.45,92.2,1598,817,781,0,1356,1351,5,Charles Pyngrope,UDP,912,Robertjune Kharjahrin,BJP,439,Male-Skewed,General,Hindu,36-50
Mizoram,MZ,Aizawl,Aizawl North-1,2,PC_1,Govt HS Aizawl,2,Main,Aizawl Chanmari,23.7361,92.7178,1567,789,778,0,1345,1340,5,Lalduhoma,ZPM,945,Richard Vanlalhmangaiha,INC,395,Male-Skewed,General,Hindu,36-50
Mizoram,MZ,Lunglei,Lunglei North,23,PC_1,ZP School Lunglei,23,Auxiliary,Lunglei Venglai,22.8833,92.7333,1487,745,742,0,1278,1274,4,C Lalrosanga,MNF,892,K Vanlalvena,ZPM,382,Male-Skewed,General,Hindu,65+
Mizoram,MZ,Champhai,Champhai North,24,PC_1,Govt School Champhai,24,Main,Champhai Vengthlang,23.4667,93.3333,1623,812,811,0,1389,1384,5,T Z Muanpuia,MNF,956,C Lalrosanga,ZPM,428,Male-Skewed,SC,Hindu,18-25
Mizoram,MZ,Saiha,Saiha,39,PC_1,ZP School Saiha,39,Auxiliary,Saiha Bazar,22.4833,92.9833,1654,845,809,0,1398,1393,5,Dr K Beichhua,MNF,912,Robert Romawia Royte,ZPM,481,Male-Skewed,OBC,Hindu,36-50
Mizoram,MZ,Lawngtlai,Lawngtlai West,38,PC_1,Govt HS Lawngtlai,38,Main,Lawngtlai Vengpui,22.5333,92.9,1598,817,781,0,1356,1351,5,C Ngunlianchunga,MNF,912,H Biakzaua,ZPM,439,Male-Skewed,OBC,Hindu,36-50
Nagaland,NL,Kohima,Kohima Town,10,PC_1,Govt HS Kohima,10,Main,Kohima Secretariat,25.6667,94.1167,1567,789,778,0,1345,1340,5,Neiphiu Rio,NDPP,945,K L Chishi,INC,395,Male-Skewed,OBC,Sikh,51-65
Nagaland,NL,Zunheboto,Zunheboto,15,PC_1,ZP School Zunheboto,15,Auxiliary,Zunheboto Town,26.0167,94.5167,1487,745,742,0,1278,1274,4,K Tokugha Sukhalu,NDPP,892,G Kaito Aye,NPP,382,Male-Skewed,OBC,Muslim,51-65
Nagaland,NL,Longleng,Longleng,47,PC_1,Govt School Longleng,47,Main,Longleng Town,26.4833,94.8167,1623,812,811,0,1389,1384,5,Pangnyu Phom,NPF,956,B S Nganlang,NDPP,428,Male-Skewed,OBC,Hindu,36-50
Nagaland,NL,Tuensang,Tuensang Sadar-I,48,PC_1,ZP School Tuensang,48,Auxiliary,Tuensang Town,26.2667,94.8167,1654,845,809,0,1398,1393,5,Chotisuh Sazo,NDPP,912,K L Chishi,NCP,481,Male-Skewed,General,Hindu,51-65
Nagaland,NL,Mon,Phomching,50,PC_1,Govt HS Mon,50,Main,Mon Town,26.7333,95.0333,1598,817,781,0,1356,1351,5,Tongpang Ozukum,NDPP,912,Pangyu Phom,NPP,439,Male-Skewed,SC,Hindu,36-50
Odisha,OR,Mayurbhanj,Baripada,34,PC_5,Govt HS Baripada,34,Main,Baripada College Road,21.9364,86.7218,1823,944,879,0,1567,1562,5,Bishweswar Tudu,BJD,1234,Dr Debashis Marndi,BJP,339,Male-Skewed,OBC,Hindu,36-50
Odisha,OR,Balasore,Balasore,51,PC_8,ZP School Balasore,51,Auxiliary,Balasore Railway Station,21.4914,86.9388,1799,922,877,0,1523,1518,5,Pratap Chandra Sarangi,BJP,1123,Srikanta Jena,INC,405,Male-Skewed,General,Muslim,36-50
Odisha,OR,Bhadrak,Bhadrak,57,PC_9,Govt HS Bhadrak,57,Main,Bhadrak Charampa,21.0583,86.5,1899,999,900,0,1654,1649,5,Avimanyu Sethi,BJP,1345,Debasis Nayak,INC,304,Male-Skewed,OBC,Hindu,36-50
Odisha,OR,Jajpur,Sukinda,110,PC_14,ZP School Sukinda,110,Auxiliary,Sukinda Chromite Mines,20.9833,85.7167,1823,977,846,0,1567,1562,5,Sasmit Patra,BJP,1234,Sukhdev Sahoo,INC,339,Male-Skewed,ST,Muslim,18-25
Odisha,OR,Kendrapara,Kendrapara,115,PC_15,Govt School Kendrapara,115,Main,Kendrapara Bazar,20.5,86.6667,1799,944,855,0,1523,1518,5,Baijayant Panda,BJD,1123,Anshuman Mohanty,INC,395,Male-Skewed,OBC,Hindu,26-35
Punjab,PB,Amritsar,Amritsar West,22,PC_1,Govt HS Amritsar West,22,Main,Amritsar Golden Temple Road,31.634,74.8723,1823,977,846,0,1567,1562,5,Tarun Chugh,BJP,1234,Gurjeet Singh Aujla,INC,339,Male-Skewed,OBC,Hindu,26-35
Punjab,PB,Amritsar,Amritsar Central,23,PC_1,ZP School Amritsar Central,23,Auxiliary,Amritsar Hall Bazar,31.634,74.8723,1799,944,855,0,1523,1518,5,Tarun Chugh,BJP,1123,Gurjeet Singh Aujla,INC,405,Male-Skewed,OBC,Christian,26-35
Punjab,PB,Gurdaspur,Gurdaspur,1,PC_2,Govt HS Gurdaspur,1,Main,Gurdaspur Market,32.0408,75.1826,1899,999,900,0,1654,1649,5,Dinesh Babbu,BJP,1345,Gurpreet Singh Ghuggi,INC,304,Male-Skewed,SC,Hindu,26-35
Punjab,PB,Jalandhar,Jalandhar West,25,PC_4,ZP School Jalandhar West,25,Auxiliary,Jalandhar Model Town,31.3261,75.5762,1823,977,846,0,1567,1562,5,Sushil Kumar Rinku,BJP,1234,Charanjit Singh Channi,INC,339,Male-Skewed,SC,Hindu,26-35
Punjab,PB,Patiala,Patiala Urban,114,PC_13,Govt School Patiala,114,Main,Patiala Leela Bhawan,30.34,76.38,1799,944,855,0,1523,1518,5,Preneet Kaur,INC,1123,Anurag Verma,BJP,395,Male-Skewed,SC,Hindu,26-35
Rajasthan,RJ,Jaipur,Jaipur Rural,134,PC_17,Govt HS Jaipur Rural,134,Main,Jaipur Viratnagar Road,27.0238,76.2247,1999,1088,911,0,1789,1783,6,Ram Charan Bohra,BJP,1456,Alok Sharma,INC,327,Male-Skewed,General,Hindu,26-35
Rajasthan,RJ,Alwar,Alwar Urban,29,PC_5,ZP School Alwar,29,Auxiliary,Alwar Sariska Road,27.553,76.6346,1899,999,900,0,1654,1649,5,Balbir Singh Olakh,INC,1345,Jai Prakash Bhambhu,BJP,304,Male-Skewed,SC,Muslim,51-65
Rajasthan,RJ,Jodhpur,Jodhpur,122,PC_15,Govt HS Jodhpur,122,Main,Jodhpur Clock Tower,26.2389,73.0243,1823,977,846,0,1567,1562,5,Gajendra Singh Shekhawat,BJP,1234,Mohan Lal Sharma,INC,339,Male-Skewed,General,Hindu,36-50
Rajasthan,RJ,Udaipur,Udaipur,159,PC_20,ZP School Udaipur,159,Auxiliary,Udaipur Lake Palace,24.5854,73.7119,1799,944,855,0,1523,1518,5,Arjunlal Meena,BJP,1123,Trilokpunjya Gaura,INC,395,Male-Skewed,General,Hindu,18-25
Rajasthan,RJ,Kota,Kota North,197,PC_23,Govt School Kota North,197,Main,Kota Chambal Garden,25.2138,75.8648,1933,1044,889,0,1678,1673,5,Om Birla,BJP,1456,Pratap Singh Khachariyawas,INC,217,Male-Skewed,SC,Hindu,36-50
Sikkim,SK,Gangtok,Gangtok,1,PC_1,Govt HS Gangtok,1,Main,MG Marg Gangtok,27.3314,88.6138,1567,789,778,0,1345,1340,5,Indra Hang Subba,SKM,945,Karma T Bhutia,SDF,395,Male-Skewed,General,Sikh,26-35
Sikkim,SK,Mangan,Mangan,2,PC_1,ZP School Mangan,2,Auxiliary,Mangan Bazaar,27.5,88.5333,1487,745,742,0,1278,1274,4,Tshering Wangdi Lepcha,SKM,892,Pawan Kumar Chamling,SDF,382,Male-Skewed,General,Hindu,36-50
Sikkim,SK,Geyzing,Geyzing,3,PC_1,Govt School Geyzing,3,Main,Geyzing Bazar,27.2833,88.2667,1623,812,811,0,1389,1384,5,Karma T Bhutia,SDF,956,Indra Hang Subba,SKM,428,Male-Skewed,SC,Hindu,18-25
Sikkim,SK,Namchi,Namchi,4,PC_1,ZP School Namchi,4,Auxiliary,Namchi Ropeway,27.1652,88.3642,1654,845,809,0,1398,1393,5,Pawan Chamling,SDF,912,Krishna Rai,SKM,481,Male-Skewed,General,Hindu,36-50
Sikkim,SK,Pakyong,Pakyong,5,PC_1,Govt HS Pakyong,5,Main,Pakyong Bazar,27.2333,88.6,1598,817,781,0,1356,1351,5,Em Prasad Sharma,SKM,912,D R Thapa,SDF,439,Male-Skewed,General,Hindu,36-50
Tamil Nadu,TN,Chennai North,Thiruvottiyur,10,PC_2,Govt HS Thiruvottiyur,10,Main,Thiruvottiyur Market,13.1697,80.3019,1899,977,922,0,1654,1649,5,K Kuppusamy,DMK,1234,Balu,AIADMK,415,Male-Skewed,SC,Hindu,36-50
Tamil Nadu,TN,Chennai South,Velachery,26,PC_4,ZP School Velachery,26,Auxiliary,Velachery Lake Road,12.975,80.2208,1999,1022,977,0,1789,1783,6,Ashok Kumar,DMK,1456,Rajendran,AIADMK,327,Male-Skewed,General,Hindu,36-50
Tamil Nadu,TN,Coimbatore,Pollachi,125,PC_20,Govt HS Pollachi,125,Main,Pollachi Bus Stand,10.6578,77.0111,1823,944,879,0,1567,1562,5,K Shanmugasundaram,DMK,1345,Mahendran,AIADMK,417,Male-Skewed,General,Hindu,36-50
Tamil Nadu,TN,Erode,Erode,106,PC_16,ZP School Erode,106,Auxiliary,Erode Brough Road,11.3436,77.7158,1799,922,877,0,1523,1518,5,A Ganeshamurthy,DMK,1123,Sumitra,AIADMK,405,Male-Skewed,General,Muslim,36-50
Tamil Nadu,TN,Madurai,Madurai South,134,PC_22,Govt School Madurai South,134,Main,Madurai Meenakshi Temple Road,9.9252,78.1198,1933,1044,889,0,1678,1673,5,Venkatesan,CPM,1456,Raavanan,AIADMK,217,Male-Skewed,ST,Hindu,18-25
Telangana,TS,Hyderabad,Charminar,68,PC_9,Govt HS Charminar,68,Main,Charminar Area,17.3616,78.4747,1789,966,823,0,1523,1518,5,Mohd Ghouse,TRS,1234,Asaduddin Owaisi,AIMIM,295,Male-Skewed,General,Hindu,18-25
Telangana,TS,Medchal-Malkajgiri,Medchal,43,PC_7,ZP School Medchal,43,Auxiliary,Medchal Bus Stand,17.6297,78.4817,1923,999,924,0,1698,1693,5,Malla Reddy,TRS,1456,Chamala Kiran Kumar,BJP,248,Male-Skewed,OBC,Hindu,51-65
Telangana,TS,Hyderabad,Seckunderabad,62,PC_10,Govt HS Secunderabad,62,Main,Secunderabad Clock Tower,17.4358,78.4734,1899,967,932,0,1654,1649,5,G Kishan Reddy,BJP,1345,Anand Goud,TRS,304,Male-Skewed,SC,Hindu,51-65
Telangana,TS,Ranga Reddy,Malkajgiri,45,PC_7,ZP School Malkajgiri,45,Auxiliary,Malkajgiri Market,17.45,78.5333,1823,933,890,0,1567,1562,5,A Revanth Reddy,INC,1234,G Kishan Reddy,BJP,339,Male-Skewed,SC,Hindu,36-50
Telangana,TS,Hyderabad,Chevella,51,PC_8,Govt School Chevella,51,Main,Chevella Bazar,17.1333,78.5167,1799,922,877,0,1523,1518,5,Konda Vishweshwar Reddy,BJP,1123,G Ranjith Reddy,TRS,395,Male-Skewed,General,Christian,51-65
Tripura,TR,West Tripura,Agartala,7,PC_1,Govt HS Agartala,7,Main,Ujjayanta Palace Road,23.8315,91.2825,1567,823,744,0,1345,1340,5,Sudip Roy Barman,INC,945,Pranajit Singha Roy,BJP,395,Male-Skewed,OBC,Hindu,65+
Tripura,TR,West Tripura,Barjala,8,PC_1,ZP School Barjala,8,Auxiliary,Barjala Bazar,23.8667,91.2667,1487,745,742,0,1278,1274,4,Rebati Tripura,BJP,892,Subal Bhowmik,CPM,382,Male-Skewed,OBC,Hindu,36-50
Tripura,TR,East Tripura,Ambassa,12,PC_2,Govt HS Ambassa,12,Main,Ambassa Road,24.2333,91.85,1623,812,811,0,1389,1384,5,Pradip Bhattacharjee,CPM,956,Parimal Debbarma,BJP,428,Male-Skewed,General,Hindu,65+
Tripura,TR,Unakoti,Kailashahar,13,PC_2,ZP School Kailashahar,13,Auxiliary,Kailashahar College,24.3333,92.0167,1654,845,809,0,1398,1393,5,Santanu Das,BJP,912,Ratan Das,CPM,481,Male-Skewed,General,Hindu,26-35
Tripura,TR,Dhalai,Ambassa,12,PC_2,Govt HS Ambassa,12,Main,Ambassa Bazar,24.2333,91.85,1598,817,781,0,1356,1351,5,Pradip Bhattacharjee,CPM,912,Parimal Debbarma,BJP,439,Male-Skewed,OBC,Hindu,18-25
Uttar Pradesh,UP,Lucknow,Lucknow,2,PC_5,Govt HS Lucknow,2,Main,Hazratganj,26.8467,80.9462,1999,1088,911,0,1789,1783,6,Raj Nath Singh,BJP,1456,Poonam Sinha,SP,327,Male-Skewed,OBC,Hindu,26-35
Uttar Pradesh,UP,Varanasi,Varanasi,79,PC_77,ZP School Varanasi,79,Auxiliary,Kashi Vishwanath Temple,25.3176,82.9739,1899,999,900,0,1654,1649,5,Narendra Modi,BJP,1345,Shalini Yadav,SP,304,Male-Skewed,OBC,Hindu,51-65
Uttar Pradesh,UP,Kanpur,Kanpur,27,PC_31,Govt HS Kanpur,27,Main,Kanpur Civil Lines,26.4499,80.3319,1823,977,846,0,1567,1562,5,Ramesh Awasthi,BJP,1234,Sriprakash Jaiswal,INC,339,Male-Skewed,General,Hindu,51-65
Uttar Pradesh,UP,Agra,Agra,18,PC_17,ZP School Agra,18,Auxiliary,Agra Taj Mahal Road,27.1767,78.0081,1799,944,855,0,1523,1518,5,SP Singh Baghel,BJP,1123,Pradeep Pilot,SP,395,Male-Skewed,General,Hindu,18-25
Uttar Pradesh,UP,Meerut,Meerut,56,PC_10,Govt School Meerut,56,Main,Meerut Cantt,28.9845,77.7064,1933,1044,889,0,1678,1673,5,Rajendra Agarwal,BJP,1456,Mehboob Ali,SP,217,Male-Skewed,General,Hindu,26-35
Uttarakhand,UK,Haridwar,Haridwar,33,PC_5,Govt HS Haridwar,33,Main,Har Ki Pauri,29.9563,78.17,1823,977,846,0,1567,1562,5,Trivendra Singh Rawat,BJP,1234,Virender Rautela,INC,339,Male-Skewed,OBC,Hindu,36-50
Uttarakhand,UK,Dehradun,Dehradun,1,PC_1,ZP School Dehradun,1,Auxiliary,Dehradun Mussoorie Road,30.3165,78.0322,1799,944,855,0,1523,1518,5,Mala Rajya Lakshmi Shah,BJP,1123,Gaurav Gogoi,INC,395,Male-Skewed,OBC,Hindu,51-65
Uttarakhand,UK,Nainital,Nainital,2,PC_2,Govt HS Nainital,2,Main,Nainital Lake Road,29.38,79.4635,1899,999,900,0,1654,1649,5,Ajay Bhatt,BJP,1345,Harish Rawat,INC,304,Male-Skewed,SC,Hindu,36-50
Uttarakhand,UK,Almora,Almora,3,PC_3,ZP School Almora,3,Auxiliary,Almora Mall Road,29.5973,79.6588,1823,977,846,0,1567,1562,5,Ajay Tamta,BJP,1234,Pradeep Tamta,INC,339,Male-Skewed,General,Hindu,36-50
Uttarakhand,UK,Garhwal,Pauri Garhwal,4,PC_4,Govt School Pauri,4,Main,Pauri Market,30.15,78.7667,1799,944,855,0,1523,1518,5,Tirath Singh Rawat,BJP,1123,Ganesh Godiyal,INC,395,Male-Skewed,OBC,Muslim,36-50
West Bengal,WB,Kolkata Dakshin,Kolkata Dakshin,22,PC_23,Govt HS Kolkata Dakshin,22,Main,Jadavpur University Road,22.4922,88.37,1999,1088,911,0,1789,1783,6,Mala Roy,TMC,1456,Anupam Hazra,BJP,327,Male-Skewed,SC,Hindu,51-65
West Bengal,WB,Alipurduars,Alipurduars,1,PC_1,ZP School Alipurduars,1,Auxiliary,Alipurduars Tea Garden,26.5,89.5333,1899,999,900,0,1654,1649,5,Joyanta Basu,TMC,1345,Manoj Tigga,BJP,304,Male-Skewed,General,Hindu,18-25
West Bengal,WB,Jalpaiguri,Jalpaiguri,0,PC_2,Govt HS Jalpaiguri,0,Main,Jalpaiguri Rajbari,26.5167,88.7333,1823,977,846,0,1567,1562,5,Nirmal Mahato,BJP,1234,Binoy Kumar,INC,339,Male-Skewed,General,Muslim,26-35
West Bengal,WB,Cooch Behar,Cooch Behar,1,PC_3,ZP School Cooch Behar,1,Auxiliary,Cooch Behar Palace Road,25.5667,89.45,1799,944,855,0,1523,1518,5,Nisith Pramanik,BJP,1123,Paresh Chandra Adhikary,TMC,395,Male-Skewed,OBC,Hindu,18-25
West Bengal,WB,Bardhaman Purba,Bardhaman Purba,26,PC_4,Govt School Bardhaman,26,Main,Bardhaman University Road,23.2324,87.8615,1933,1044,889,0,1678,1673,5,Sharmila Sarkar,TMC,1456,Sangeeta Ghosh,BJP,217,Male-Skewed,SC,Muslim,51-65
Andaman and Nicobar Islands,AN,South Andaman,Port Blair,1,PC_1,Govt HS Port Blair,1,Main,Aberdeen Bazaar,11.6683,92.7464,987,534,453,0,823,819,4,Vishal Jolly,BJP,678,Kuldeep Rai Sharma,INC,141,Male-Skewed,SC,Hindu,26-35
Andaman and Nicobar Islands,AN,Nicobar,Nicobar,2,PC_1,ZP School Nicobar,2,Auxiliary,Great Nicobar Island,7.0667,93.8333,789,426,363,0,678,674,4,Vishal Jolly,BJP,512,Hamdullah Sayeed,INC,162,Male-Skewed,SC,Hindu,26-35
Andaman and Nicobar Islands,AN,North and Middle Andaman,Mayabunder,3,PC_1,Govt School Mayabunder,3,Main,Mayabunder Jetty,12.1,92.9,912,492,420,0,789,784,5,Vishal Jolly,BJP,567,Bishnu Pada Ray,INC,217,Male-Skewed,OBC,Buddhist,26-35
Andaman and Nicobar Islands,AN,South Andaman,Little Andaman,4,PC_1,ZP School Little Andaman,4,Auxiliary,Hut Bay,11.5,92.5833,834,451,383,0,712,708,4,Vishal Jolly,BJP,523,Techi Taga,INC,185,Male-Skewed,ST,Hindu,18-25
Andaman and Nicobar Islands,AN,North and Middle Andaman,Car Nicobar,5,PC_1,Govt HS Car Nicobar,5,Main,Car Nicobar Village,9.1667,92.8333,756,408,348,0,645,641,4,Vishal Jolly,BJP,467,PT Mohan,INC,174,Male-Skewed,General,Muslim,18-25
Chandigarh,CH,Chandigarh,Chandigarh,1,PC_1,Govt HS Chandigarh,1,Main,Sector 17 Plaza,30.7415,76.7821,1123,612,511,0,945,940,5,Kirron Kher,BJP,789,Pawan Kumar Bansal,INC,151,Male-Skewed,General,Hindu,36-50
Chandigarh,CH,Chandigarh,Chandigarh,1,PC_1,ZP School Chandigarh,2,Auxiliary,Sector 22 Road,30.7333,76.7833,987,534,453,0,823,819,4,Kirron Kher,BJP,612,Hardeep Singh Puri,INC,207,Male-Skewed,OBC,Sikh,36-50
Chandigarh,CH,Chandigarh,Chandigarh,1,PC_1,Govt School Sector 32,3,Main,Sector 32 Market,30.7,76.7667,1023,553,470,0,912,907,5,Kirron Kher,BJP,678,Manish Tewari,INC,229,Male-Skewed,OBC,Muslim,18-25
Chandigarh,CH,Chandigarh,Chandigarh,1,PC_1,ZP School Sector 46,4,Auxiliary,Sector 46 Road,30.7167,76.75,945,512,433,0,823,819,4,Kirron Kher,BJP,612,Harinder Singh Khalsa,INC,207,Male-Skewed,SC,Muslim,51-65
Chandigarh,CH,Chandigarh,Chandigarh,1,PC_1,Govt HS Sector 8,5,Main,Sector 8 Market,30.75,76.8,1102,589,513,0,945,940,5,Kirron Kher,BJP,723,Pawan Kumar Bansal,INC,217,Male-Skewed,OBC,Christian,36-50
Dadra and Nagar Haveli and Daman and Diu,DN,Daman,Daman,1,PC_1,Govt HS Daman,1,Main,Daman Fort Road,20.4142,72.8329,987,534,453,0,823,819,4,Lalubhai Patel,BJP,678,Valji Patel,INC,141,Male-Skewed,General,Hindu,26-35
Dadra and Nagar Haveli and Daman and Diu,DN,Daman,Diu,2,PC_1,ZP School Diu,2,Auxiliary,Diu Fort Area,20.7144,70.9874,789,426,363,0,678,674,4,Deepak Patil,BJP,512,Naresh Chandra,INC,162,Male-Skewed,General,Muslim,36-50
Dadra and Nagar Haveli and Daman and Diu,DN,Dadra and Nagar Haveli,Dadra and Nagar Haveli,3,PC_1,Govt School Dadra,3,Main,Dadra Silvassa Road,20.3667,72.9833,912,492,420,0,789,784,5,Lalubhai Patel,BJP,567,Deepak Goyal,INC,217,Male-Skewed,General,Hindu,36-50
Dadra and Nagar Haveli and Daman and Diu,DN,Daman,Varkund,4,PC_1,ZP School Varkund,4,Auxiliary,Varkund Beach,20.4,72.85,834,451,383,0,712,708,4,Lalubhai Patel,BJP,523,PT Mohan,INC,185,Male-Skewed,SC,Sikh,26-35
Dadra and Nagar Haveli and Daman and Diu,DN,Daman,Moti Daman,5,PC_1,Govt HS Moti Daman,5,Main,Moti Daman Church,20.4142,72.8329,756,408,348,0,645,641,4,Lalubhai Patel,BJP,467,Valji Patel,INC,174,Male-Skewed,SC,Hindu,26-35
Delhi,DL,New Delhi,New Delhi,3,PC_1,Govt HS Connaught Place,3,Main,Connaught Place,28.6315,77.2197,1567,823,744,0,1345,1340,5,Arvind Kejriwal,AAP,1123,Parvesh Verma,BJP,227,Male-Skewed,OBC,Hindu,36-50
